TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2018,2,5,18.0,0.0,2XX E GEORGIA ST,Strathcona,492764.39,5458432.62
Theft from Vehicle,2018,10,11,22.0,0.0,22XX E PENDER ST,Grandview-Woodland,495783.1,5458614.94
Mischief,2018,1,31,22.0,0.0,4XX E 36TH AVE,Riley Park,492999.97,5453917.2
Theft from Vehicle,2018,8,8,19.0,0.0,22XX ETON ST,Grandview-Woodland,495713.59,5459416.66
Theft from Vehicle,2018,8,19,15.0,0.0,22XX ETON ST,Grandview-Woodland,495713.59,5459416.66
Theft from Vehicle,2018,2,14,12.0,0.0,2XX E GEORGIA ST,Strathcona,492764.39,5458432.62
Break and Enter Residential/Other,2018,5,10,11.0,0.0,4X W 13TH AVE,Mount Pleasant,492283.01,5456291.12
Theft from Vehicle,2018,9,6,6.0,20.0,22XX ETON ST,Grandview-Woodland,495746.23,5459426.06
Offence Against a Person,2018,2,9,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Commercial,2018,3,24,20.0,39.0,1XX W BROADWAY AVE,Mount Pleasant,492165.78,5456701.87
Theft from Vehicle,2018,1,18,3.0,41.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,1,18,23.0,16.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,2,2,23.0,30.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,2,5,0.0,0.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,2,10,23.0,42.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,2,26,23.0,0.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,3,11,1.0,30.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,3,22,0.0,1.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,3,25,0.0,30.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,4,24,22.0,20.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,5,18,21.0,30.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,5,28,0.0,30.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft of Vehicle,2018,7,3,23.0,55.0,29XX COMMERCIAL DR,Kensington-Cedar Cottage,494921.36,5456214.23
Theft from Vehicle,2018,4,16,8.0,0.0,2XX E GEORGIA ST,Strathcona,492764.39,5458432.62
Theft of Bicycle,2018,7,16,12.0,0.0,2XX W PENDER ST,Central Business District,491958.84,5458790.58
Theft of Bicycle,2018,5,22,21.0,24.0,2XX W PENDER ST,Central Business District,491958.84,5458790.58
Theft of Bicycle,2018,5,22,16.0,30.0,2XX W PENDER ST,Central Business District,491958.84,5458790.58
Theft of Bicycle,2018,5,12,17.0,20.0,2XX W HASTINGS ST,Central Business District,492029.22,5458878.14
Theft of Bicycle,2018,3,26,14.0,0.0,2XX W HASTINGS ST,Central Business District,492029.22,5458878.14
Theft from Vehicle,2018,4,17,9.0,0.0,2XX E GEORGIA ST,Strathcona,492764.39,5458432.62
Theft from Vehicle,2018,6,13,0.0,0.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Mischief,2018,7,20,18.0,0.0,4XX E 26TH AVE,Riley Park,492955.97,5454957.05
Theft from Vehicle,2018,6,4,14.0,1.0,2XX E GEORGIA ST,Strathcona,492764.39,5458432.62
Break and Enter Residential/Other,2018,10,27,8.0,0.0,17XX CHARLES ST,Grandview-Woodland,495000.14,5457815.21
Theft from Vehicle,2018,6,14,6.0,20.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft of Bicycle,2018,6,13,23.0,0.0,2XX W HASTINGS ST,Central Business District,492024.4,5458870.11
Theft from Vehicle,2018,11,14,23.0,0.0,32XX E 27TH AVE,Renfrew-Collingwood,497396.36,5454826.85
Theft from Vehicle,2018,12,31,19.0,0.0,RICHARDS ST / W PENDER ST,Central Business District,491791.75,5458968.75
Theft from Vehicle,2018,6,23,23.0,40.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Break and Enter Residential/Other,2018,2,11,7.0,30.0,17XX CHARLES ST,Grandview-Woodland,495019.66,5457815.02
Vehicle Collision or Pedestrian Struck (with Injury),2018,1,29,15.0,30.0,E 33RD AVE / FRASER ST,Riley Park,493421.0,5454173.0
Theft from Vehicle,2018,8,14,22.0,30.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,8,27,1.0,0.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,9,5,22.0,30.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,9,10,3.0,24.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,9,24,22.0,2.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,10,3,0.0,30.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,10,16,19.0,30.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,12,1,20.0,30.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Break and Enter Residential/Other,2018,4,17,19.0,0.0,4X E 59TH AVE,Sunset,492337.28,5451566.74
Theft from Vehicle,2018,12,13,18.0,0.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Vehicle Collision or Pedestrian Struck (with Injury),2018,1,12,9.0,44.0,E 33RD AVE / FRASER ST,Riley Park,493421.0,5454173.0
Theft from Vehicle,2018,12,24,19.0,0.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Theft from Vehicle,2018,12,27,20.0,30.0,9XX HOWE ST,Central Business District,491094.94,5458692.77
Break and Enter Commercial,2018,7,27,22.0,0.0,26XX COLUMBIA ST,Mount Pleasant,492028.66,5456587.74
Theft of Bicycle,2018,8,12,11.0,50.0,2XX W BROADWAY AVE,Mount Pleasant,492002.29,5456708.35
Break and Enter Residential/Other,2018,4,18,13.0,19.0,4X E 53RD AVE,Sunset,492348.03,5452145.11
Theft of Bicycle,2018,3,25,12.0,0.0,2XX W BROADWAY AVE,Mount Pleasant,491992.05,5456708.64
Theft of Bicycle,2018,3,29,15.0,44.0,11XX CARDERO ST,West End,489935.75,5459186.38
Theft from Vehicle,2018,1,23,12.0,0.0,22XX FERNDALE ST,Grandview-Woodland,495742.05,5458540.6
Theft from Vehicle,2018,5,15,22.0,0.0,22XX FERNDALE ST,Grandview-Woodland,495742.05,5458540.6
Theft from Vehicle,2018,5,8,19.0,15.0,22XX FRANKLIN ST,Grandview-Woodland,495657.9,5458811.67
Theft from Vehicle,2018,6,5,13.0,30.0,2XX E GEORGIA ST,Strathcona,492764.39,5458432.62
Mischief,2018,4,29,23.0,0.0,GORE AVE / KEEFER ST,Strathcona,492931.23,5458524.61
Theft of Bicycle,2018,6,13,5.0,50.0,2XX W 64TH AVE,Marpole,491962.19,5451090.74
Break and Enter Residential/Other,2018,11,10,7.0,45.0,4X E 39TH AVE,Riley Park,492385.29,5453642.9
Theft of Bicycle,2018,11,27,8.0,30.0,2XX W 5TH AVE,Mount Pleasant,492007.62,5457092.66
Theft from Vehicle,2018,3,21,22.0,0.0,22XX FRANKLIN ST,Grandview-Woodland,495695.84,5458810.95
Theft of Bicycle,2018,9,13,13.0,30.0,2XX W 48TH AVE,Oakridge,491794.46,5452687.5
Break and Enter Residential/Other,2018,8,13,8.0,0.0,22XX GRANT ST,Grandview-Woodland,495770.41,5457601.44
Theft from Vehicle,2018,6,12,23.0,0.0,22XX FRANKLIN ST,Grandview-Woodland,495695.84,5458810.95
Break and Enter Commercial,2018,12,1,5.0,59.0,19XX POWELL ST,Grandview-Woodland,495262.13,5459117.87
Theft from Vehicle,2018,6,28,16.0,0.0,22XX FRANKLIN ST,Grandview-Woodland,495695.84,5458810.95
Break and Enter Commercial,2018,7,16,21.0,0.0,5XX W HASTINGS ST,Central Business District,491849.49,5459044.15
Theft of Bicycle,2018,4,9,14.0,8.0,2XX W 44TH AVE,Oakridge,491849.86,5453091.89
Theft of Bicycle,2018,7,9,12.0,0.0,11XX BURRARD ST,Central Business District,490652.99,5458531.36
Theft of Bicycle,2018,12,11,18.0,20.0,2XX W 2ND AVE,Mount Pleasant,491984.9,5457362.58
Break and Enter Commercial,2018,11,11,3.0,0.0,5XX W HASTINGS ST,Central Business District,491849.49,5459044.15
Theft from Vehicle,2018,7,6,22.0,0.0,22XX FRASER ST,Mount Pleasant,493523.05,5456942.41
Break and Enter Residential/Other,2018,5,27,12.0,30.0,17XX COMOX ST,West End,489905.2,5459484.98
Break and Enter Residential/Other,2018,9,1,1.0,11.0,22XX GRAVELEY ST,Grandview-Woodland,495733.81,5457512.92
Theft from Vehicle,2018,8,8,0.0,0.0,2XX E GEORGIA ST,Strathcona,492764.39,5458432.62
Theft from Vehicle,2018,8,10,19.0,0.0,2XX E GEORGIA ST,Strathcona,492764.39,5458432.62
Theft from Vehicle,2018,1,6,20.0,30.0,22XX GRANT ST,Grandview-Woodland,495645.05,5457603.05
Break and Enter Commercial,2018,7,18,17.0,0.0,26XX CHARLES ST,Hastings-Sunrise,496312.44,5457840.68
Theft from Vehicle,2018,4,30,20.0,30.0,22XX GRANT ST,Grandview-Woodland,495645.05,5457603.05
Theft from Vehicle,2018,12,30,0.0,15.0,RICHARDS ST / W PENDER ST,Central Business District,491791.75,5458968.75
Theft from Vehicle,2018,8,17,18.0,0.0,22XX GRANT ST,Grandview-Woodland,495645.05,5457603.05
Break and Enter Residential/Other,2018,10,9,22.0,9.0,17XX COOK ST,Mount Pleasant,491985.42,5457397.4
Theft from Vehicle,2018,12,28,12.0,50.0,RICHARDS ST / W PENDER ST,Central Business District,491791.75,5458968.75
Break and Enter Residential/Other,2018,7,24,9.0,0.0,17XX COTTON DR,Grandview-Woodland,494788.35,5457409.0
Theft from Vehicle,2018,4,30,22.0,0.0,22XX GRANT ST,Grandview-Woodland,495666.85,5457602.77
Theft of Bicycle,2018,11,12,19.0,0.0,11XX BURNABY ST,West End,490352.15,5458575.74
Offence Against a Person,2018,1,4,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Mischief,2018,2,3,20.0,51.0,GORE AVE / KEEFER ST,Strathcona,492931.23,5458524.61
Theft from Vehicle,2018,8,8,23.0,0.0,22XX GRANVILLE ST,Fairview,489920.89,5457030.01
Offence Against a Person,2018,7,2,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Offence Against a Person,2018,8,28,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,8,19,17.0,51.0,2XX E GEORGIA ST,Strathcona,492764.39,5458432.62
Break and Enter Commercial,2018,11,11,3.0,27.0,5XX W HASTINGS ST,Central Business District,491849.49,5459044.15
Theft from Vehicle,2018,3,27,17.0,0.0,9XX JERVIS ST,West End,490497.62,5459206.31
Theft from Vehicle,2018,9,27,16.0,30.0,9XX JERVIS ST,West End,490514.54,5459223.03
Theft from Vehicle,2018,10,26,17.0,0.0,9XX JERVIS ST,West End,490514.54,5459223.03
Break and Enter Residential/Other,2018,5,24,23.0,0.0,49XX WINDSOR ST,Kensington-Cedar Cottage,493847.58,5454156.64
Theft from Vehicle,2018,4,11,22.0,0.0,9XX JERVIS ST,West End,490566.51,5459293.66
Theft from Vehicle,2018,4,23,0.0,0.0,9XX JERVIS ST,West End,490566.51,5459293.66
Break and Enter Residential/Other,2018,1,28,0.0,0.0,49XX WALDEN ST,Riley Park,492714.82,5454109.99
Break and Enter Residential/Other,2018,12,9,5.0,0.0,49XX SHERBROOKE ST,Kensington-Cedar Cottage,494088.64,5454076.78
Break and Enter Residential/Other,2018,10,31,23.0,0.0,49XX RUPERT ST,Renfrew-Collingwood,497227.32,5454167.01
Break and Enter Residential/Other,2018,10,8,11.0,35.0,49XX RUPERT ST,Renfrew-Collingwood,497219.77,5454155.0
Theft from Vehicle,2018,11,21,12.0,0.0,9XX JERVIS ST,West End,490576.69,5459284.02
Theft from Vehicle,2018,7,31,21.0,0.0,9XX KINGSWAY AVE,Kensington-Cedar Cottage,493820.76,5455735.52
Theft from Vehicle,2018,12,3,22.0,0.0,RICHARDS ST / W PENDER ST,Central Business District,491791.75,5458968.75
Mischief,2018,10,31,19.0,0.0,4XX E 20TH AVE,Riley Park,492975.21,5455572.0
Break and Enter Residential/Other,2018,4,10,16.0,40.0,49XX PRINCE EDWARD ST,Riley Park,492941.05,5454141.71
Theft from Vehicle,2018,8,20,15.0,30.0,2XX E GEORGIA ST,Strathcona,492764.39,5458432.62
Mischief,2018,6,25,22.0,19.0,29XX E PENDER ST,Hastings-Sunrise,496972.25,5458601.76
Break and Enter Residential/Other,2018,7,21,5.0,0.0,49XX MARGUERITE ST,Shaughnessy,489513.84,5454348.8
Theft from Vehicle,2018,6,30,23.0,0.0,9XX LAMEYS MILL RD,Fairview,490772.11,5457101.65
Theft from Vehicle,2018,3,1,16.0,30.0,9XX LILLOOET ST,Hastings-Sunrise,497176.04,5458150.11
Theft from Vehicle,2018,5,20,22.0,0.0,9XX MAIN ST,Central Business District,492725.76,5458184.4
Theft from Vehicle,2018,9,27,23.0,30.0,9XX MAIN ST,Central Business District,492725.76,5458184.4
Theft from Vehicle,2018,10,2,18.0,0.0,9XX MAIN ST,Central Business District,492725.76,5458184.4
Theft of Vehicle,2018,7,27,18.0,0.0,1XX W 1ST AVE,Mount Pleasant,492220.72,5457492.73
Break and Enter Commercial,2018,1,7,9.0,7.0,23XX WALL ST,Grandview-Woodland,495812.25,5459730.78
Theft from Vehicle,2018,3,27,17.0,0.0,9XX MAIN ST,Central Business District,492726.83,5458225.44
Break and Enter Residential/Other,2018,10,31,16.0,0.0,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495610.75,5454462.93
Break and Enter Commercial,2018,5,30,17.0,0.0,16XX W 75TH AVE,Marpole,489388.48,5450333.84
Break and Enter Residential/Other,2018,1,31,15.0,0.0,49XX EARLES ST,Renfrew-Collingwood,496624.01,5454161.84
Theft from Vehicle,2018,9,27,14.0,0.0,2XX E GEORGIA ST,Strathcona,492764.39,5458432.62
Theft of Vehicle,2018,5,2,18.0,0.0,28XX W BROADWAY AVE,Kitsilano,487643.98,5456832.75
Theft from Vehicle,2018,4,6,20.0,0.0,9XX MAINLAND ST,Central Business District,491369.94,5458247.75
Theft from Vehicle,2018,4,19,15.0,0.0,9XX MAINLAND ST,Central Business District,491369.94,5458247.75
Theft from Vehicle,2018,5,18,19.0,0.0,9XX MAINLAND ST,Central Business District,491369.94,5458247.75
Theft from Vehicle,2018,6,15,23.0,45.0,9XX MAINLAND ST,Central Business District,491369.94,5458247.75
Break and Enter Residential/Other,2018,5,18,7.0,30.0,49XX CULLODEN ST,Kensington-Cedar Cottage,494242.84,5454086.74
Theft from Vehicle,2018,7,16,23.0,20.0,9XX MAINLAND ST,Central Business District,491369.94,5458247.75
Theft from Vehicle,2018,12,15,16.0,0.0,9XX MAINLAND ST,Central Business District,491369.94,5458247.75
Theft from Vehicle,2018,12,16,14.0,3.0,9XX MAINLAND ST,Central Business District,491369.94,5458247.75
Theft from Vehicle,2018,12,18,3.0,3.0,9XX MAINLAND ST,Central Business District,491369.94,5458247.75
Theft from Vehicle,2018,12,21,18.0,0.0,9XX MAINLAND ST,Central Business District,491369.94,5458247.75
Theft from Vehicle,2018,11,11,23.0,0.0,2XX E GEORGIA ST,Strathcona,492764.39,5458432.62
Theft of Vehicle,2018,1,4,5.0,59.0,28XX W 8TH AVE,Kitsilano,487741.68,5456922.21
Mischief,2018,12,20,17.0,30.0,4XX E 19TH AVE,Riley Park,492977.93,5455671.73
Break and Enter Residential/Other,2018,2,4,18.0,0.0,49XX CARTIER ST,Shaughnessy,490042.32,5454340.61
Break and Enter Residential/Other,2018,1,10,12.0,0.0,49XX CARTIER ST,Shaughnessy,490042.32,5454340.61
Break and Enter Residential/Other,2018,7,22,19.0,10.0,49XX CAMBIE ST,South Cambie,491390.33,5454169.55
Break and Enter Residential/Other,2018,9,14,10.0,0.0,49XX ASH ST,South Cambie,491350.92,5454060.33
Theft from Vehicle,2018,12,17,12.0,30.0,2XX E GEORGIA ST,Strathcona,492764.39,5458432.62
Break and Enter Residential/Other,2018,2,7,20.0,0.0,48XX VALLEY DR,Arbutus Ridge,489105.25,5454396.65
Theft of Bicycle,2018,10,10,19.0,0.0,11XX BURNABY ST,West End,490256.47,5458669.42
Theft from Vehicle,2018,2,6,15.0,0.0,9XX MAINLAND ST,Central Business District,491440.46,5458329.84
Theft from Vehicle,2018,4,21,18.0,0.0,9XX MAINLAND ST,Central Business District,491440.46,5458329.84
Theft from Vehicle,2018,5,29,21.0,0.0,9XX MAINLAND ST,Central Business District,491440.46,5458329.84
Theft from Vehicle,2018,6,10,18.0,30.0,9XX MAINLAND ST,Central Business District,491440.46,5458329.84
Theft from Vehicle,2018,7,7,20.0,0.0,9XX MAINLAND ST,Central Business District,491440.46,5458329.84
Theft from Vehicle,2018,7,28,18.0,30.0,9XX MAINLAND ST,Central Business District,491440.46,5458329.84
Theft from Vehicle,2018,8,4,20.0,28.0,9XX MAINLAND ST,Central Business District,491440.46,5458329.84
Theft from Vehicle,2018,8,7,7.0,26.0,9XX MAINLAND ST,Central Business District,491440.46,5458329.84
Theft from Vehicle,2018,11,11,11.0,55.0,9XX MAINLAND ST,Central Business District,491440.46,5458329.84
Theft from Vehicle,2018,11,20,12.0,0.0,9XX MAINLAND ST,Central Business District,491440.46,5458329.84
Offence Against a Person,2018,7,24,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft of Bicycle,2018,10,10,18.0,0.0,11XX BURNABY ST,West End,490256.47,5458669.42
Theft from Vehicle,2018,11,30,8.0,15.0,RICHARDS ST / W PENDER ST,Central Business District,491791.75,5458968.75
Theft from Vehicle,2018,7,29,7.0,56.0,9XX MAINLAND ST,Central Business District,491442.3,5458332.47
Theft from Vehicle,2018,10,9,5.0,55.0,9XX MAINLAND ST,Central Business District,491446.13,5458321.98
Theft from Vehicle,2018,8,16,6.0,0.0,22XX HARRISON DR,Victoria-Fraserview,495548.51,5450666.28
Offence Against a Person,2018,10,25,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Theft from Vehicle,2018,11,12,19.0,30.0,RICHARDS ST / W PENDER ST,Central Business District,491791.75,5458968.75
Break and Enter Residential/Other,2018,6,24,10.0,35.0,48XX ROSS ST,Kensington-Cedar Cottage,494064.8,5454286.2
Break and Enter Residential/Other,2018,11,4,18.0,51.0,48XX ROSS ST,Kensington-Cedar Cottage,494064.13,5454271.66
Other Theft,2018,6,17,8.0,13.0,12XX SEYMOUR ST,Central Business District,490785.5,5458098.3
Mischief,2018,8,2,20.0,0.0,31XX ST GEORGE ST,Mount Pleasant,493170.88,5455972.91
Mischief,2018,12,28,10.0,0.0,4XX E 17TH AVE,Riley Park,493088.67,5455869.82
Offence Against a Person,2018,5,5,,,OFFSET TO PROTECT PRIVACY,,0.0,0.0
Break and Enter Commercial,2018,11,17,22.0,0.0,5XX W KING EDWARD AVE,South Cambie,491413.29,5455158.84
Theft from Vehicle,2018,1,2,23.0,0.0,9XX MAINLAND ST,Central Business District,491455.3,5458335.13
Theft from Vehicle,2018,1,4,22.0,0.0,9XX MAINLAND ST,Central Business District,491455.3,5458335.13
Theft from Vehicle,2018,3,22,21.0,0.0,12XX W 13TH AVE,Fairview,490320.37,5456342.94
Theft from Vehicle,2018,3,25,23.0,0.0,9XX MAINLAND ST,Central Business District,491455.3,5458335.13
Theft from Vehicle,2018,5,12,12.0,27.0,9XX MAINLAND ST,Central Business District,491455.3,5458335.13
Mischief,2018,12,7,12.0,35.0,GLEN DR / VENABLES ST,Strathcona,494080.7,5458232.13
Theft from Vehicle,2018,6,23,16.0,30.0,9XX MAINLAND ST,Central Business District,491455.3,5458335.13
Theft from Vehicle,2018,12,18,8.0,0.0,2XX E GEORGIA ST,Strathcona,492764.39,5458432.62
Theft from Vehicle,2018,10,7,15.0,0.0,9XX MAINLAND ST,Central Business District,491455.3,5458335.13
Theft from Vehicle,2018,12,10,0.0,0.0,9XX MAINLAND ST,Central Business District,491455.3,5458335.13
Theft of Vehicle,2018,8,19,22.0,0.0,28XX W 8TH AVE,Kitsilano,487633.36,5456925.24
Mischief,2018,4,14,18.0,0.0,27XX E HASTINGS ST,Hastings-Sunrise,496544.62,5458716.99
Other Theft,2018,12,5,5.0,21.0,12XX THURLOW ST,West End,490452.17,5458635.66
Theft from Vehicle,2018,3,16,1.0,0.0,9XX NELSON ST,Central Business District,490846.08,5458717.33
Theft from Vehicle,2018,3,6,9.0,10.0,22XX HEMLOCK ST,Fairview,490105.76,5457049.04
Theft from Vehicle,2018,4,4,20.0,30.0,12XX W 14TH AVE,Fairview,490281.22,5456233.23
Theft from Vehicle,2018,1,22,20.0,0.0,34XX E 27TH AVE,Renfrew-Collingwood,497735.22,5454822.78
Other Theft,2018,1,11,17.0,30.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,2,18,11.0,2.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,3,2,14.0,13.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,3,18,13.0,47.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,3,20,16.0,41.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,3,26,16.0,0.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,4,8,16.0,0.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,4,10,11.0,49.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,4,12,17.0,8.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,4,19,17.0,45.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,4,19,19.0,24.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,4,26,17.0,11.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,5,4,15.0,18.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,6,7,10.0,54.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,6,16,15.0,13.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,6,28,10.0,47.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,7,7,14.0,34.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,7,7,15.0,7.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,7,8,16.0,38.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,7,10,15.0,11.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Other Theft,2018,7,11,16.0,15.0,12XX W BROADWAY AVE,Fairview,490345.04,5456752.87
Break and Enter Residential/Other,2018,3,4,20.0,0.0,48XX PINE CRES,Shaughnessy,489320.44,5454383.62
Theft from Vehicle,2018,11,9,14.0,0.0,RICHARDS ST / W PENDER ST,Central Business District,491791.75,5458968.75
Theft from Vehicle,2018,1,15,23.0,0.0,9XX NELSON ST,Central Business District,490904.39,5458648.82
Break and Enter Residential/Other,2018,10,3,19.0,0.0,48XX PATON ST,Arbutus Ridge,488355.18,5454560.12
Theft from Vehicle,2018,1,1,13.0,0.0,22XX KINGSWAY AVE,Kensington-Cedar Cottage,495536.16,5454515.01
Theft from Vehicle,2018,1,21,12.0,34.0,9XX NELSON ST,Central Business District,490904.39,5458648.82
Theft from Vehicle,2018,2,11,15.0,30.0,9XX NELSON ST,Central Business District,490904.39,5458648.82
Theft from Vehicle,2018,11,10,22.0,30.0,9XX NELSON ST,Central Business District,490904.39,5458648.82
Theft of Bicycle,2018,4,1,0.0,0.0,11XX BEACH AVE,West End,490112.04,5458390.03
Theft of Vehicle,2018,8,18,23.0,0.0,59XX WILLOW ST,Oakridge,490998.26,5453158.39
Theft of Vehicle,2018,9,12,20.0,30.0,59XX WEST BLVD,Kerrisdale,488662.56,5453268.75
Break and Enter Residential/Other,2018,5,28,17.0,0.0,48XX OSLER ST,Shaughnessy,490525.59,5454341.26
Theft from Vehicle,2018,12,12,18.0,0.0,9XX NELSON ST,Central Business District,490904.39,5458648.82
Break and Enter Commercial,2018,7,17,17.0,30.0,16XX W 75TH AVE,Marpole,489388.48,5450333.84
Theft from Vehicle,2018,11,5,13.0,55.0,RICHARDS ST / W PENDER ST,Central Business District,491791.75,5458968.75
Theft from Vehicle,2018,10,30,17.0,0.0,RICHARDS ST / W PENDER ST,Central Business District,491791.75,5458968.75
